year,entity_code,entity,affected_legal_good,type_of_crime,subtype_of_crime,modality,month,count,Date
2017,1,Aguascalientes,Heritage or property,Robbery,Machinery Theft,Theft of industrial or agricultural tool Without violence,02,1.0,2017-02-01
2017,1,Aguascalientes,Heritage or property,Robbery,Machinery Theft,Tractor theft With violence,02,0.0,2017-02-01
2017,1,Aguascalientes,Heritage or property,Robbery,Machinery Theft,Tractor theft Without violence,02,0.0,2017-02-01
2017,1,Aguascalientes,Heritage or property,Robbery,Machinery Theft,"Theft of cables, pipes, and other objects for public services With violence",02,0.0,2017-02-01
2017,1,Aguascalientes,Heritage or property,Robbery,Machinery Theft,"Theft of cables, pipes, and other objects for public services Without violence",02,0.0,2017-02-01
2017,1,Aguascalientes,Heritage or property,Robbery,Other Thefts,With violence,02,0.0,2017-02-01
2017,1,Aguascalientes,Heritage or property,Robbery,Other Thefts,Without violence,02,154.0,2017-02-01
2017,1,Aguascalientes,Heritage or property,Fraud,Fraud,Fraud,02,75.0,2017-02-01
2017,1,Aguascalientes,Heritage or property,Embezzlement,Breach of Trust,Breach of trust,02,40.0,2017-02-01
2017,1,Aguascalientes,Heritage or property,Extortion,Extortion,Extortion,02,10.0,2017-02-01
2017,1,Aguascalientes,Heritage or property,Property damage,Property Damage,Property damage,02,146.0,2017-02-01
2017,1,Aguascalientes,Heritage or property,Dispossession,Dispossession,Dispossession,02,9.0,2017-02-01
2017,1,Aguascalientes,Heritage or property,Other crimes against heritage or property,Other crimes against property,Other crimes against property,02,0.0,2017-02-01
2017,1,Aguascalientes,The family,Domestic violence,Family Violence,Family violence,02,58.0,2017-02-01
2017,1,Aguascalientes,The family,Gender-based violence in all its forms other than domestic violence,Gender Violence in all its forms other than family violence,Gender violence in all its forms other than family violence,02,0.0,2017-02-01
2017,1,Aguascalientes,The family,Non-compliance with family support obligations,Non-compliance with family assistance obligations,Non-compliance with family assistance obligations,02,6.0,2017-02-01
2017,1,Aguascalientes,The family,Other crimes against the family,Other crimes against the family,Other crimes against the family,02,9.0,2017-02-01
2017,1,Aguascalientes,Society,Corruption of minors,Corruption of minors,Corruption of minors,02,5.0,2017-02-01
2017,1,Aguascalientes,Society,Human trafficking,Human Trafficking,Human trafficking,02,0.0,2017-02-01
2017,1,Aguascalientes,Society,Other crimes against society,Other crimes against society,Other crimes against society,02,3.0,2017-02-01
2017,1,Aguascalientes,Other legal interests affected (from common law),Drug trafficking (small-scale),Drug dealing,Drug dealing,02,50.0,2017-02-01
2017,1,Aguascalientes,Other legal interests affected (from common law),Threats,Threats,Threats,02,111.0,2017-02-01
2017,1,Aguascalientes,Other legal interests affected (from common law),Burglary,Housebreaking,Housebreaking,02,26.0,2017-02-01
2017,1,Aguascalientes,Other legal interests affected (from common law),Prisoner escape,Prisoner Evasion,Prisoner evasion,02,0.0,2017-02-01
2017,1,Aguascalientes,Other legal interests affected (from common law),Forgery,Falsity,Falsity,02,4.0,2017-02-01
2017,1,Aguascalientes,Other legal interests affected (from common law),Counterfeiting,Forgery,Forgery,02,43.0,2017-02-01
2017,1,Aguascalientes,Other legal interests affected (from common law),Environmental crimes,Environmental crimes,Against the environment,02,0.0,2017-02-01
2017,1,Aguascalientes,Other legal interests affected (from common law),Crimes committed by public officials,Crimes committed by public servants,Crimes committed by public servants,02,3.0,2017-02-01
2017,1,Aguascalientes,Other legal interests affected (from common law),Electoral crimes,Electoral crimes,Electoral crimes,02,0.0,2017-02-01
2017,1,Aguascalientes,Other legal interests affected (from common law),Other common law crimes,Other common-law crimes,Other common-law crimes,02,130.0,2017-02-01
2018,1,Aguascalientes,Life and bodily integrity,Homicide,Intentional Homicide,With firearm,02,3.0,2018-02-01
2018,1,Aguascalientes,Life and bodily integrity,Homicide,Intentional Homicide,With sharp weapon,02,0.0,2018-02-01
2018,1,Aguascalientes,Life and bodily integrity,Homicide,Intentional Homicide,With another element,02,4.0,2018-02-01
2018,1,Aguascalientes,Life and bodily integrity,Homicide,Intentional Homicide,Not specified,02,0.0,2018-02-01
2018,1,Aguascalientes,Life and bodily integrity,Homicide,Manslaughter,With firearm,02,0.0,2018-02-01
2018,1,Aguascalientes,Life and bodily integrity,Homicide,Manslaughter,With sharp weapon,02,0.0,2018-02-01
2018,1,Aguascalientes,Life and bodily integrity,Homicide,Manslaughter,In traffic accident,02,14.0,2018-02-01
2018,1,Aguascalientes,Life and bodily integrity,Homicide,Manslaughter,With another element,02,0.0,2018-02-01
2018,1,Aguascalientes,Life and bodily integrity,Homicide,Manslaughter,Not specified,02,0.0,2018-02-01
2018,1,Aguascalientes,Life and bodily integrity,Injuries,Intentional Injury,With firearm,02,5.0,2018-02-01
2018,1,Aguascalientes,Life and bodily integrity,Injuries,Intentional Injury,With sharp weapon,02,15.0,2018-02-01
2018,1,Aguascalientes,Life and bodily integrity,Injuries,Intentional Injury,With another element,02,260.0,2018-02-01
2018,1,Aguascalientes,Life and bodily integrity,Injuries,Intentional Injury,Not specified,02,31.0,2018-02-01
2018,1,Aguascalientes,Life and bodily integrity,Injuries,Unintentional Injury,With firearm,02,0.0,2018-02-01
2018,1,Aguascalientes,Life and bodily integrity,Injuries,Unintentional Injury,With sharp weapon,02,0.0,2018-02-01
2018,1,Aguascalientes,Life and bodily integrity,Injuries,Unintentional Injury,In traffic accident,02,68.0,2018-02-01
2018,1,Aguascalientes,Life and bodily integrity,Injuries,Unintentional Injury,With another element,02,8.0,2018-02-01
2018,1,Aguascalientes,Life and bodily integrity,Injuries,Unintentional Injury,Not specified,02,0.0,2018-02-01
2018,1,Aguascalientes,Life and bodily integrity,Feminicide,Feminicide,With firearm,02,0.0,2018-02-01
2018,1,Aguascalientes,Life and bodily integrity,Feminicide,Feminicide,With sharp weapon,02,0.0,2018-02-01
2018,1,Aguascalientes,Life and bodily integrity,Feminicide,Feminicide,With another element,02,0.0,2018-02-01
2018,1,Aguascalientes,Life and bodily integrity,Feminicide,Feminicide,Not specified,02,0.0,2018-02-01
2018,1,Aguascalientes,Life and bodily integrity,Abortion,Abortion,Abortion,02,0.0,2018-02-01
2018,1,Aguascalientes,Life and bodily integrity,Other crimes against life and bodily integrity,Other crimes against life and bodily integrity,Other crimes against life and bodily integrity,02,0.0,2018-02-01
2018,1,Aguascalientes,Personal freedom,Kidnapping,Kidnapping,Extortion kidnapping,02,0.0,2018-02-01
2018,1,Aguascalientes,Personal freedom,Kidnapping,Kidnapping,Kidnapping with hostage taking,02,0.0,2018-02-01
2018,1,Aguascalientes,Personal freedom,Kidnapping,Kidnapping,Kidnapping to cause harm,02,0.0,2018-02-01
2018,1,Aguascalientes,Personal freedom,Kidnapping,Kidnapping,Express kidnapping,02,0.0,2018-02-01
2018,1,Aguascalientes,Personal freedom,Kidnapping,Kidnapping,Other types of kidnappings,02,0.0,2018-02-01
2018,1,Aguascalientes,Personal freedom,Child trafficking,Child Trafficking,Child trafficking,02,0.0,2018-02-01
2018,1,Aguascalientes,Personal freedom,Abduction,Abduction,Abduction,02,0.0,2018-02-01
2018,1,Aguascalientes,Personal freedom,Other crimes against personal freedom,Other crimes against personal freedom,Other crimes against personal freedom,02,15.0,2018-02-01
2018,1,Aguascalientes,Sexual freedom and security,Sexual abuse,Sexual Abuse,Sexual abuse,02,0.0,2018-02-01
2018,1,Aguascalientes,Sexual freedom and security,Sexual harassment,Sexual Harassment,Sexual harassment,02,0.0,2018-02-01
2018,1,Aguascalientes,Sexual freedom and security,Sexual harassment,Sexual Bullying,Sexual bullying,02,2.0,2018-02-01
2018,1,Aguascalientes,Sexual freedom and security,Simple rape,Simple Rape,Simple rape,02,18.0,2018-02-01
2018,1,Aguascalientes,Sexual freedom and security,Aggravated rape,Equivalent Rape,Equivalent rape,02,3.0,2018-02-01
2018,1,Aguascalientes,Sexual freedom and security,Incest,Incest,Incest,02,0.0,2018-02-01
2018,1,Aguascalientes,Sexual freedom and security,Other crimes against sexual freedom and security,Other crimes against sexual freedom and security,Other crimes against sexual freedom and security,02,23.0,2018-02-01
2018,1,Aguascalientes,Heritage or property,Robbery,Home Burglary,With violence,02,3.0,2018-02-01
2018,1,Aguascalientes,Heritage or property,Robbery,Home Burglary,Without violence,02,241.0,2018-02-01
2018,1,Aguascalientes,Heritage or property,Robbery,Motor Vehicle Theft,4-wheel car theft With violence,02,9.0,2018-02-01
2018,1,Aguascalientes,Heritage or property,Robbery,Motor Vehicle Theft,4-wheel car theft Without violence,02,190.0,2018-02-01
2018,1,Aguascalientes,Heritage or property,Robbery,Motor Vehicle Theft,Motorcycle theft With violence,02,5.0,2018-02-01
2018,1,Aguascalientes,Heritage or property,Robbery,Motor Vehicle Theft,Motorcycle theft Without violence,02,56.0,2018-02-01
2018,1,Aguascalientes,Heritage or property,Robbery,Motor Vehicle Theft,Theft of small and large boats With violence,02,0.0,2018-02-01
2018,1,Aguascalientes,Heritage or property,Robbery,Motor Vehicle Theft,Theft of small and large boats Without violence,02,0.0,2018-02-01
2018,1,Aguascalientes,Heritage or property,Robbery,Auto Parts Theft,With violence,02,0.0,2018-02-01
2018,1,Aguascalientes,Heritage or property,Robbery,Auto Parts Theft,Without violence,02,138.0,2018-02-01
2018,1,Aguascalientes,Heritage or property,Robbery,Carrier Theft,With violence,02,0.0,2018-02-01
2018,1,Aguascalientes,Heritage or property,Robbery,Carrier Theft,Without violence,02,0.0,2018-02-01
2018,1,Aguascalientes,Heritage or property,Robbery,Street Robbery,With violence,02,43.0,2018-02-01
2018,1,Aguascalientes,Heritage or property,Robbery,Street Robbery,Without violence,02,143.0,2018-02-01
2018,1,Aguascalientes,Heritage or property,Robbery,Public Space Robbery,With violence,02,0.0,2018-02-01
2018,1,Aguascalientes,Heritage or property,Robbery,Public Space Robbery,Without violence,02,0.0,2018-02-01
2018,1,Aguascalientes,Heritage or property,Robbery,Individual Public Transport Robbery,With violence,02,4.0,2018-02-01
2018,1,Aguascalientes,Heritage or property,Robbery,Individual Public Transport Robbery,Without violence,02,0.0,2018-02-01
2018,1,Aguascalientes,Heritage or property,Robbery,Public Transportation Robbery,With violence,02,0.0,2018-02-01
2018,1,Aguascalientes,Heritage or property,Robbery,Public Transportation Robbery,Without violence,02,0.0,2018-02-01
2018,1,Aguascalientes,Heritage or property,Robbery,Individual Transportation Robbery,With violence,02,1.0,2018-02-01
2018,1,Aguascalientes,Heritage or property,Robbery,Individual Transportation Robbery,Without violence,02,0.0,2018-02-01
2018,1,Aguascalientes,Heritage or property,Robbery,Bank Institution Robbery,With violence,02,0.0,2018-02-01
2018,1,Aguascalientes,Heritage or property,Robbery,Bank Institution Robbery,Without violence,02,0.0,2018-02-01
2018,1,Aguascalientes,Heritage or property,Robbery,Business Robbery,With violence,02,21.0,2018-02-01
2018,1,Aguascalientes,Heritage or property,Robbery,Business Robbery,Without violence,02,168.0,2018-02-01
2018,1,Aguascalientes,Heritage or property,Robbery,Cattle Theft,With violence,02,0.0,2018-02-01
2018,1,Aguascalientes,Heritage or property,Robbery,Cattle Theft,Without violence,02,21.0,2018-02-01
2018,1,Aguascalientes,Heritage or property,Robbery,Machinery Theft,Theft of industrial or agricultural tool With violence,02,0.0,2018-02-01
2018,1,Aguascalientes,Heritage or property,Robbery,Machinery Theft,Theft of industrial or agricultural tool Without violence,02,0.0,2018-02-01
2018,1,Aguascalientes,Heritage or property,Robbery,Machinery Theft,Tractor theft With violence,02,0.0,2018-02-01
2018,1,Aguascalientes,Heritage or property,Robbery,Machinery Theft,Tractor theft Without violence,02,0.0,2018-02-01
2018,1,Aguascalientes,Heritage or property,Robbery,Machinery Theft,"Theft of cables, pipes, and other objects for public services With violence",02,0.0,2018-02-01
2018,1,Aguascalientes,Heritage or property,Robbery,Machinery Theft,"Theft of cables, pipes, and other objects for public services Without violence",02,0.0,2018-02-01
2018,1,Aguascalientes,Heritage or property,Robbery,Other Thefts,With violence,02,0.0,2018-02-01
2018,1,Aguascalientes,Heritage or property,Robbery,Other Thefts,Without violence,02,197.0,2018-02-01
2018,1,Aguascalientes,Heritage or property,Fraud,Fraud,Fraud,02,87.0,2018-02-01
2018,1,Aguascalientes,Heritage or property,Embezzlement,Breach of Trust,Breach of trust,02,60.0,2018-02-01
2018,1,Aguascalientes,Heritage or property,Extortion,Extortion,Extortion,02,9.0,2018-02-01
2018,1,Aguascalientes,Heritage or property,Property damage,Property Damage,Property damage,02,318.0,2018-02-01
2018,1,Aguascalientes,Heritage or property,Dispossession,Dispossession,Dispossession,02,30.0,2018-02-01
2018,1,Aguascalientes,Heritage or property,Other crimes against heritage or property,Other crimes against property,Other crimes against property,02,0.0,2018-02-01
2018,1,Aguascalientes,The family,Domestic violence,Family Violence,Family violence,02,96.0,2018-02-01
2018,1,Aguascalientes,The family,Gender-based violence in all its forms other than domestic violence,Gender Violence in all its forms other than family violence,Gender violence in all its forms other than family violence,02,1.0,2018-02-01
2018,1,Aguascalientes,The family,Non-compliance with family support obligations,Non-compliance with family assistance obligations,Non-compliance with family assistance obligations,02,3.0,2018-02-01
2018,1,Aguascalientes,The family,Other crimes against the family,Other crimes against the family,Other crimes against the family,02,0.0,2018-02-01
2018,1,Aguascalientes,Society,Corruption of minors,Corruption of minors,Corruption of minors,02,7.0,2018-02-01
2018,1,Aguascalientes,Society,Human trafficking,Human Trafficking,Human trafficking,02,0.0,2018-02-01
2018,1,Aguascalientes,Society,Other crimes against society,Other crimes against society,Other crimes against society,02,0.0,2018-02-01
2018,1,Aguascalientes,Other legal interests affected (from common law),Drug trafficking (small-scale),Drug dealing,Drug dealing,02,101.0,2018-02-01
2018,1,Aguascalientes,Other legal interests affected (from common law),Threats,Threats,Threats,02,233.0,2018-02-01
2018,1,Aguascalientes,Other legal interests affected (from common law),Burglary,Housebreaking,Housebreaking,02,25.0,2018-02-01
2018,1,Aguascalientes,Other legal interests affected (from common law),Prisoner escape,Prisoner Evasion,Prisoner evasion,02,0.0,2018-02-01
2018,1,Aguascalientes,Other legal interests affected (from common law),Forgery,Falsity,Falsity,02,4.0,2018-02-01
2018,1,Aguascalientes,Other legal interests affected (from common law),Counterfeiting,Forgery,Forgery,02,27.0,2018-02-01
2018,1,Aguascalientes,Other legal interests affected (from common law),Environmental crimes,Environmental crimes,Against the environment,02,0.0,2018-02-01
2018,1,Aguascalientes,Other legal interests affected (from common law),Crimes committed by public officials,Crimes committed by public servants,Crimes committed by public servants,02,7.0,2018-02-01
2018,1,Aguascalientes,Other legal interests affected (from common law),Electoral crimes,Electoral crimes,Electoral crimes,02,0.0,2018-02-01
2018,1,Aguascalientes,Other legal interests affected (from common law),Other common law crimes,Other common-law crimes,Other common-law crimes,02,147.0,2018-02-01
2019,1,Aguascalientes,Life and bodily integrity,Homicide,Intentional Homicide,With firearm,02,4.0,2019-02-01
2019,1,Aguascalientes,Life and bodily integrity,Homicide,Intentional Homicide,With sharp weapon,02,1.0,2019-02-01
